醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5907160066,生麗藥局,高雄市湖內區保生路326號,(07)6992899,0,20,2020/02/13 17:58:35
5907160075,安麗兒藥局東方店,高雄市湖內區湖東里東方路90號,(07)6936029,0,26,2020/02/13 17:58:35
5907170035,得安藥局,高雄市茄萣區嘉安里仁愛路三段56巷1－3號,(07)6909718,2,0,2020/02/13 17:58:35
5907200010,嘉安藥師藥局,高雄市梓官區茄苳里嘉展路381號,(07)6107008,0,50,2020/02/13 17:58:35
5907200038,和德藥局梓官店,高雄市梓官區梓和里梓官路233號1樓,(07)6191008,0,82,2020/02/13 17:58:35
5907200047,永恒健康生活藥局,高雄市梓官區智蚵里通安路176號1樓,(07)6102755,8,68,2020/02/13 17:58:35
5907200056,伊生藥局,高雄市梓官區梓和里梓官路城隍巷22之1號1樓,(07)6102767,0,2,2020/02/13 17:58:35
5907200065,復安堂藥局,高雄市梓官區信蚵里廣澤路2號1樓,(07)6103147,12,96,2020/02/13 17:58:35
5907210016,東冠健保藥局,高雄市六龜區太平路5號1樓,(07)6891852,0,98,2020/02/13 17:58:35
5907210034,大晉藥局,高雄市六龜區義寶里太平路116號,(07)6894951,330,254,2020/02/13 17:58:35
5907230018,立康健保藥師藥局,高雄市杉林區上平里山仙路80號,(07)6773353,4,102,2020/02/13 17:58:35
5907240014,博林健保藥局,高雄市內門區觀亭里中正路160巷51號,(07)6671883,230,222,2020/02/13 17:58:35
5907280027,宏光藥局,高雄市鹽埕區七賢三路92號一樓,(07)5211299,0,226,2020/02/13 17:58:35
5907290050,新高橋藥局裕明店,高雄市鼓山區裕誠路1680號,(07)5224680,0,16,2020/02/13 17:58:35
5907290103,康喜藥局,高雄市鼓山區華榮路607號,(07)5550060,173,140,2020/02/13 17:58:35
5907290112,新高橋藥局華榮店,高雄市鼓山區華榮路287號1樓,(07)5534727,0,199,2020/02/13 17:58:35
5907290121,柏順藥局,高雄市鼓山區龍德路106巷30、32號,(07)5559567,32,148,2020/02/13 17:58:35
5907290158,美館久億藥局,高雄市鼓山區美術東二路245、247號,(07)5227762,4,24,2020/02/13 17:58:35
5907290176,為安藥局,高雄市鼓山區九如四路959號,(07)5212912,2,158,2020/02/13 17:58:35
5907290201,開心藥局,高雄市鼓山區中華一路948號,(07)5555572,0,220,2020/02/13 17:58:35
5907290229,芳博藥局,高雄市鼓山區明倫路456號,(07)5501173,0,42,2020/02/13 17:58:35
5907290238,聯合藥師藥局,高雄市鼓山區中華一路970號1樓,(07)5500558,20,20,2020/02/13 17:58:35
5907290265,新美館藥局,高雄市鼓山區中華一路972號,(07)5522006,33,50,2020/02/13 17:58:35
5907300024,重愛藥局,高雄市左營區文自路930號1樓,(07)3501870,20,154,2020/02/13 17:58:35
5907300033,活力藥局,高雄市左營區自由三路353號1樓,(07)3504012,4,118,2020/02/13 17:58:35
5907300042,育安健保藥局,高雄市左營區富國路339號1樓,(07)5508862,0,84,2020/02/13 17:58:35
5907300088,神農健保藥局,高雄市左營區重和路117號,(07)3418228,0,63,2020/02/13 17:58:35
5907300104,健勝藥局,高雄市左營區勝利路127號,(07)5811169,12,112,2020/02/13 17:58:35
5907300168,金元藥局,高雄市左營區重愛路220號,(07)3458378,8,50,2020/02/13 17:58:35
5907300177,人尚大藥局,高雄市左營區榮總路109號1樓,(07)3100000,0,164,2020/02/13 17:58:35
5907300211,勁好健保藥局,高雄市左營區果峰街12巷26號1樓,(07)5855767,0,198,2020/02/13 17:58:35
5907300239,左野藥局,高雄市左營區崇德路222號,(07)3486883,1,90,2020/02/13 17:58:35
5907300300,宜康健保藥局,高雄市左營區翠華路601巷40號,(07)5889919,0,142,2020/02/13 17:58:35
5907300319,士凱藥局,高雄市左營區孟子路178號,(07)3430257,0,124,2020/02/13 17:58:35
5907300337,果峰健保藥局,高雄市左營區果峰街50巷15號1樓,(07)5880401,86,184,2020/02/13 17:58:35
5907300346,正心藥師藥局,高雄市左營區左營大路473之2號,(07)5880386,68,188,2020/02/13 17:58:35
5907300408,安闔藥局,高雄市左營區榮總路23號1樓,(07)3596913,52,160,2020/02/13 17:58:35
5907300417,森森藥師藥局,高雄市左營區緯六路215號1樓,(07)5853600,0,198,2020/02/13 17:58:35
5907300506,躍獅祐恩藥局,高雄市左營區明華一路132號1樓,(07)5508706,0,126,2020/02/13 17:58:35
5907300515,詮裕藥局,高雄市左營區華夏路706號1樓,(07)3453942,38,148,2020/02/13 17:58:35
5907300588,明禾藥局,高雄市左營區華夏路1732號1樓,(07)3493734,84,174,2020/02/13 17:58:35
5907300613,新高橋藥局河堤店,高雄市左營區裕誠路144號1樓及地下1樓,(07)5582806,7,144,2020/02/13 17:58:35
5907300631,大樹孟子藥局,高雄市左營區孟子路226、228號,(07)3461772,202,128,2020/02/13 17:58:35
5907300659,維康藥局高榮店,高雄市左營區榮總路163號、165號,(07)3494540,6,110,2020/02/13 17:58:35
5907300668,米米藥局,高雄市左營區富民路301號1Ｆ,(07)5570569,86,156,2020/02/13 17:58:35
5907300677,佳寧峰藥局,高雄市左營區部後街2號,(07)5886408,0,238,2020/02/13 17:58:35
5907300686,左營自由藥局,高雄市左營區自由二路350、350－1號,(07)5589991,242,218,2020/02/13 17:58:35
5907300702,禾順左營藥局,高雄市左營區自由三路410號2樓,(07)3592582,54,196,2020/02/13 17:58:35
5907300711,富元聯合健康藥局,高雄市左營區博愛三路37號,(07)3488585,102,168,2020/02/13 17:58:35
5907300739,左營藥局,高雄市左營區華夏路325號,(07)5501017,6,154,2020/02/13 17:58:35
5907300748,翔生藥局合群店,高雄市左營區緯六路256號,(07)5880055,0,192,2020/02/13 17:58:35
5907300757,奕康藥局,高雄市左營區明華一路76號,(07)5561908,18,106,2020/02/13 17:58:35
5907300766,悠仁藥局,高雄市左營區自由三路170號,(07)3457979,1,48,2020/02/13 17:58:35
5907300775,詠康藥局,高雄市左營區明華一路265號,(07)5580165,166,210,2020/02/13 17:58:35
5907300784,新高橋藥局博正店,高雄市左營區忠言路180號,(07)5509810,2,166,2020/02/13 17:58:35
5907300793,高鐵藥局,高雄市左營區華夏路1322．1326號,(07)3452797,11,106,2020/02/13 17:58:35
5907300800,元大藥師健保藥局,高雄市左營區榮德街327號,(07)3507531,34,144,2020/02/13 17:58:35
5907300819,志全藥局,高雄市左營區富國路168號1樓,(07)5568217,8,74,2020/02/13 17:58:35
5907300837,杏一高榮二店藥局,高雄市左營區榮總路177號1樓,(07)3463348,12,258,2020/02/13 17:58:35
5907300855,新高橋藥局裕誠店,高雄市左營區裕誠路291號1樓,(07)5573857,0,92,2020/02/13 17:58:35
5907300882,得孚社區藥局,高雄市左營區重立路533號1樓,(07)3410121,110,220,2020/02/13 17:58:35
5907300891,新高橋藥局華夏店,高雄市左營區華夏路1110號,(07)3410915,0,94,2020/02/13 17:58:35
5907300908,明自丁丁藥局,高雄市左營區自由二路152號1樓,(07)5568902,6,110,2020/02/13 17:58:35
5907310020,德民藥局,高雄市楠梓區德民路911號,(07)3630805,2,24,2020/02/13 17:58:35
5907310048,九九藥局,高雄市楠梓區後昌路775號,(07)3633636,0,172,2020/02/13 17:58:35
5907310128,新高橋藥局土庫店,高雄市楠梓區土庫路68號1樓,(07)3535458,1,4,2020/02/13 17:58:35
5907310137,青田藥局,高雄市楠梓區監理南街68號,(07)3648257,85,103,2020/02/13 17:58:35
5907310173,安健藥局,高雄市楠梓區鳳楠路250號,(07)3520167,2,154,2020/02/13 17:58:35
5907310217,甫原中西人合藥局,高雄市楠梓區益群路14、16號,(07)3630366,8,0,2020/02/13 17:58:35
5907310235,新興藥局,高雄市楠梓區後昌路87號,(07)3629735,2,100,2020/02/13 17:58:35
5907310262,大樹楠梓藥局,高雄市楠梓區軍校路908號,(07)3632322,4,124,2020/02/13 17:58:35
5907310271,漢宏健保藥局,高雄市楠梓區加宏路97號,(07)3626086,0,86,2020/02/13 17:58:35
5907310280,光玉藥局,高雄市楠梓區德民路1006－5號,(07)3659555,0,92,2020/02/13 17:58:35
5907310299,八八藥局,高雄市楠梓區大學二十六街82號,(07)3652182,0,14,2020/02/13 17:58:35
5907310306,大雄藥局,高雄市楠梓區德民路166號,(07)3643290,103,288,2020/02/13 17:58:35
5907310315,小太陽康健藥局,高雄市楠梓區德民路993號1－2樓,(07)3635808,2,100,2020/02/13 17:58:35
5907310342,楠梓久億藥局,高雄市楠梓區德祥路221號,(07)3657099,0,108,2020/02/13 17:58:35
5907310351,惠民楠梓藥局,高雄市楠梓區建楠路217號,(07)3521896,0,171,2020/02/13 17:58:35
5907310360,百康藥局,高雄市楠梓區右昌街416號,(07)3601281,4,36,2020/02/13 17:58:35
5907310379,德昌藥局,高雄市楠梓區德賢路215號,(07)6250942,0,58,2020/02/13 17:58:35
5907320062,大豐藥局,高雄市三民區大豐一路471號,(07)3980133,0,66,2020/02/13 17:58:35
5907320133,莊敬藥局,高雄市三民區大昌一路28號,(07)3976079,1,166,2020/02/13 17:58:35
5907320179,新高橋藥局天祥店,高雄市三民區天祥一路117號,(07)3102683,2,49,2020/02/13 17:58:35
5907320259,明誠藥局,高雄市三民區明誠一路172號,(07)3108636,78,216,2020/02/13 17:58:35
5907320295,新高橋藥局澄清店,高雄市三民區澄和路2號1樓,(07)3815186,16,114,2020/02/13 17:58:35
5907320302,新高橋藥局明誠店,高雄市三民區明誠一路492號,(07)3107072,47,130,2020/02/13 17:58:35
5907320339,河堤健保藥局,高雄市三民區裕誠路107號1樓,(07)3108281,12,104,2020/02/13 17:58:35
5907320375,聖一健保藥局,高雄市三民區鼎山街363號,(07)3959300,2,104,2020/02/13 17:58:35
5907320400,康圓藥局,高雄市三民區大豐二路359、361號1樓,(07)3909978,6,102,2020/02/13 17:58:35
5907320419,大林藥局,高雄市三民區大昌一路170－1號,(07)3833593,212,254,2020/02/13 17:58:35
5907320428,東京藥局,高雄市三民區建工路685號,(07)3874567,0,176,2020/02/13 17:58:35
5907320437,金鼎大藥局,高雄市三民區鼎力路376及378號1樓,(07)3473271,0,38,2020/02/13 17:58:35
5907320464,建元健保藥局,高雄市三民區興昌街83巷9號,(07)3927865,60,192,2020/02/13 17:58:35
5907320535,康誠藥局,高雄市三民區建工路616號,(07)3893889,55,208,2020/02/13 17:58:35
5907320553,三民明誠藥局,高雄市三民區明誠一路500號1、2Ｆ502號,(07)3493137,62,174,2020/02/13 17:58:35
5907320562,康威藥局,高雄市三民區九如二路301號,(07)3223189,0,182,2020/02/13 17:58:35
5907320571,德安藥局,高雄市三民區陽明路83號,(07)3970323,10,162,2020/02/13 17:58:35
5907320580,丸之內藥局,高雄市三民區十全二路321、323號,(07)3156688,0,128,2020/02/13 17:58:35
5907320633,勁康健保藥局,高雄市三民區義華路402號1樓,(07)3966716,14,114,2020/02/13 17:58:35
5907320651,未來照護藥局,高雄市三民區鼎瑞街108號1樓,(07)3105356,0,66,2020/02/13 17:58:35
5907320679,安安藥局,高雄市三民區鼎和街32號1樓,(07)3420010,44,186,2020/02/13 17:58:35
5907320688,惠川藥局,高雄市三民區文安南街78號,(07)7806618,226,220,2020/02/13 17:58:35
5907320697,鄰好藥師藥局,高雄市三民區褒揚街287號,(07)3909589,6,122,2020/02/13 17:58:35
5907320704,建工台安藥局,高雄市三民區建工路499號之1,(07)3807521,41,185,2020/02/13 17:58:35
5907320722,晶晶藥局,高雄市三民區十全一路223號1樓,(07)3222507,172,200,2020/02/13 17:58:35
5907320740,忠仁藥局,高雄市三民區中都街35號1樓,(07)3125305,0,148,2020/02/13 17:58:35
5907320768,心樂保健藥局,高雄市三民區光裕路78號1樓,(07)3855377,0,194,2020/02/13 17:58:35
5907320777,桉家藥師藥局,高雄市三民區明誠一路393號,(07)3929732,56,188,2020/02/13 17:58:35
5907320795,建工藥局,高雄市三民區建工路396號1樓,(07)3839900,0,124,2020/02/13 17:58:35
5907320802,欣盛藥局,高雄市三民區平等路101號1樓,(07)3851377,22,82,2020/02/13 17:58:35
5907320811,力生藥局,高雄市三民區鼎中路168號1樓,(07)3105231,156,132,2020/02/13 17:58:35
5907320848,仕康健保藥妝藥局,高雄市三民區建興路222號,(07)3845050,13,84,2020/02/13 17:58:35
5907320857,陽明上鼎藥師健保藥局,高雄市三民區陽明路101號1樓,(07)3962358,226,252,2020/02/13 17:58:35
5907320866,意朋建興藥局,高雄市三民區建興路225號1樓,(07)3929507,2,110,2020/02/13 17:58:35
5907320875,耀美麗藥局,高雄市三民區中華三路283號,(07)2153885,6,188,2020/02/13 17:58:35
5907320884,自由藥局,高雄市三民區自由一路78號,(07)3223113,232,282,2020/02/13 17:58:35
5907320893,大樹天祥藥局,高雄市三民區天祥一路167號,(07)3429902,238,168,2020/02/13 17:58:35
5907320900,大昌藥局,高雄市三民區大昌二路397號,(07)3961396,202,206,2020/02/13 17:58:35
5907320919,心寬福藥局,高雄市三民區大順二路718號一樓,(07)3832366,136,208,2020/02/13 17:58:35
5907320928,高杏健保藥局,高雄市三民區義華路432號,(07)3819918,4,116,2020/02/13 17:58:35
5907320946,熊安心藥局,高雄市三民區黃興路53號,(07)3815212,4,28,2020/02/13 17:58:35
5907320955,禾藥局,高雄市三民區博愛一路223－1號1樓,(07)3225777,2,88,2020/02/13 17:58:35
5907320964,森心藥局,高雄市三民區自強一路216號1樓,(07)2818580,124,214,2020/02/13 17:58:35
5907330031,健美藥局,高雄市新興區復興一路40之4號,(07)2291108,0,42,2020/02/13 17:58:35
5907330040,維康藥局,高雄市新興區中正三路65號,(07)2615396,0,152,2020/02/13 17:58:35
5907330095,林森合豐藥局,高雄市新興區林森一路37號,(07)2823313,18,178,2020/02/13 17:58:35
5907330120,七賢台安藥局,高雄市新興區七賢二路7號1樓,(07)2855159,0,214,2020/02/13 17:58:35
5907330139,新興復興藥局,高雄市新興區復興一路76號1樓,(07)2352550,0,115,2020/02/13 17:58:35
5907330148,康園藥局,高雄市新興區六合一路53－12號,(07)2372069,0,48,2020/02/13 17:58:35
5907330166,中正台安藥局,高雄市新興區中山一路183號一樓,(07)2856336,1,214,2020/02/13 17:58:35
5907340019,台灣社區照護藥局,高雄市前金區中山二路533號7樓之1,(07)2211350,138,250,2020/02/13 17:58:35
5907340046,銘益藥局,高雄市前金區七賢二路208、210號1樓,(07)2853107,5,116,2020/02/13 17:58:35
5907340091,捷康藥妝藥局,高雄市前金區七賢二路396號一樓,(07)2166099,0,143,2020/02/13 17:58:35
5907350015,祐安藥局,高雄市苓雅區英明路144號,(07)7135577,0,130,2020/02/13 17:58:35
5907350079,吉康藥局,高雄市苓雅區大順三路65號,(07)2259930,72,225,2020/02/13 17:58:35
5907350113,英祥藥局,高雄市苓雅區英祥街19號,(07)7522786,0,134,2020/02/13 17:58:35
5907350177,佳康藥局,高雄市苓雅區建國一路334號,(07)2266685,50,194,2020/02/13 17:58:35
5907350186,中美藥局,高雄市苓雅區武廟路98號,(07)7151149,0,104,2020/02/13 17:58:35
5907350195,健順藥局,高雄市苓雅區自強三路140號,(07)2695832,0,72,2020/02/13 17:58:35
5907350220,仁愛藥師藥局,高雄市苓雅區中正一路230號,(07)7222300,0,148,2020/02/13 17:58:35
5907350239,鑫宜康健保藥局,高雄市苓雅區自強三路8號、10號,(07)2693239,0,188,2020/02/13 17:58:35
5907350266,人和藥局,高雄市苓雅區正義路180－6號,(07)7490883,2,48,2020/02/13 17:58:35
5907350293,瓏耀藥局,高雄市苓雅區憲政路76號,(07)7115288,0,262,2020/02/13 17:58:35
5907350300,辰安藥局,高雄市苓雅區青年一路185－2號,(07)5365545,0,200,2020/02/13 17:58:35
5907350319,御康藥局,高雄市苓雅區光華一路35號,(07)3313535,0,26,2020/02/13 17:58:35
5907350328,安杏藥局,高雄市苓雅區四維二路94－17號,(07)7511739,86,158,2020/02/13 17:58:35
5907350346,武廟幸福藥局,高雄市苓雅區武廟路35號,(07)7170085,0,108,2020/02/13 17:58:35
5907350364,興中好藥局,高雄市苓雅區興中二路41號1樓,(07)3353899,0,206,2020/02/13 17:58:35
5907350417,高杏藥局,高雄市苓雅區大順三路44號,(07)7277802,106,260,2020/02/13 17:58:35
5907350435,健安藥局,高雄市苓雅區建軍路4號,(07)7405332,8,114,2020/02/13 17:58:35
5907350480,健森藥局,高雄市苓雅區林森二路138號1、2樓,(07)3365169,220,260,2020/02/13 17:58:35
5907350499,鑫美健保特約藥局,高雄市苓雅區光華一路148－58號1樓,(07)7715088,0,124,2020/02/13 17:58:35
5907350506,大樹苓雅藥局,高雄市苓雅區中華四路153號,(07)5353111,200,250,2020/02/13 17:58:35
5907350533,健群藥局,高雄市苓雅區安業路40號,(07)7150097,6,166,2020/02/13 17:58:35
5907350551,大樹武廟藥局,高雄市苓雅區武廟路43、45號1樓,(07)7222268,0,112,2020/02/13 17:58:35
5907350560,成功合豐藥局,高雄市苓雅區成功一路170號1樓,(07)2695657,0,34,2020/02/13 17:58:35
5907360048,仙光藥局,高雄市前鎮區瑞隆路393號,(07)7253131,0,58,2020/02/13 17:58:35
5907360137,安康藥師藥局,高雄市前鎮區長江街68號,(07)3309944,2,140,2020/02/13 17:58:35
5907360146,好芳鄰藥局,高雄市前鎮區光華二路257號,(07)3318657,1,109,2020/02/13 17:58:35
5907360191,欣欣藥局,高雄市前鎮區翠亨北路579號,(07)8124862,31,168,2020/02/13 17:58:35
5907360226,順康健保藥局,高雄市前鎮區一心二路67號,(07)5364438,0,76,2020/02/13 17:58:35
5907360324,有承中西藥局,高雄市前鎮區德昌路257號1樓,(07)8120880,4,78,2020/02/13 17:58:35
5907360333,蓮荷藥局,高雄市前鎮區三多二路431號1樓,(07)5377534,46,148,2020/02/13 17:58:35
5907360351,佳豐藥局,高雄市前鎮區光華三路267號,(07)5367833,44,124,2020/02/13 17:58:35
5907360360,親親藥局,高雄市前鎮區天山路10巷6號,(07)3391078,0,128,2020/02/13 17:58:35
5907360379,金服安藥局,高雄市前鎮區鎮興路202號,(07)8150061,1,110,2020/02/13 17:58:35
5907360388,宏安藥局,高雄市前鎮區瑞隆路240號1樓,(07)7270100,0,122,2020/02/13 17:58:35
5907360413,益源藥局,高雄市前鎮區草衙二路418號,(07)8412120,0,58,2020/02/13 17:58:35
5907360431,佛公健保藥局,高雄市前鎮區后平路202號1樓,(07)8317755,0,76,2020/02/13 17:58:35
5907360440,隆德藥局,高雄市前鎮區前鎮街170號1樓,(07)8216030,0,102,2020/02/13 17:58:35
5907360459,聯合藥局,高雄市前鎮區一心一路281號1樓,(07)3391535,0,178,2020/02/13 17:58:35
5907360520,大樹瑞福藥局,高雄市前鎮區瑞隆路170號1樓、2樓,(07)7271170,0,144,2020/02/13 17:58:35
